FINANCIAL_YEAR,COMPANY,BTERMSTEMPLATES,BILL_NO.,BILL_DATE,MONTH,YEAR,SRLNO,accd,CONTROL_ACCOUNT,CUSTOMER,COUNTRY,STATE,CITY,CONSIGNEE,itemcd,ITEM,QUANTITY,RATE,VALUE,LOCATIONNAME,personcd,SALESMAN,MAIN_GROUP,SUB_GROUP,ITEM_GROUP,locationcode
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/00690/20-21,20-Jun-20,June,2020,3,22709,SUNDRY DEBTORS - DOMESTIC,BHOLA TRADING,INDIA,DELHI,DELHI,BHOLA TRADING,45232,TEKNOBRITE AZ 2085 M (..) : 5 LTRS BOTTLE,150,120.37,18055.5,ARTEK EXPORTS - TARAPUR,1606,DELHI - BHOLA ,FINISHED GOODS,CHLORIDE ZINC PLATING,AZ ADDITIVE M,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/00487/20-21,12-Jun-20,June,2020,1,10970,SUNDRY DEBTORS - DOMESTIC,ASHUTOSH CHEMICALS,INDIA,UTTAR PRADESH,ALIGARH,ASHUTOSH CHEMICALS,14857,KEMPAS TRT 1700 : 5  LTR BOTTLE,210,209,43890,ARTEK EXPORTS - TARAPUR,710,DELHI - ASHUTOSH ,FINISHED GOODS,PASSIVATION,PASSIVATION TRIVALENT,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/00487/20-21,12-Jun-20,June,2020,6,10970,SUNDRY DEBTORS - DOMESTIC,ASHUTOSH CHEMICALS,INDIA,UTTAR PRADESH,ALIGARH,ASHUTOSH CHEMICALS,3873,TEKNOBRITE AZ 1048 R : 5 LTR BOTTLE,300,146,43800,ARTEK EXPORTS - TARAPUR,710,DELHI - ASHUTOSH ,FINISHED GOODS,CHLORIDE ZINC PLATING,AZ BRIGHTNERS R,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/00488/20-21,12-Jun-20,June,2020,2,10970,SUNDRY DEBTORS - DOMESTIC,ASHUTOSH CHEMICALS,INDIA,UTTAR PRADESH,ALIGARH,ASHUTOSH CHEMICALS,9557,KEMPAS BL 15 : 5 KGS BOTTLE,150,201,30150,ARTEK EXPORTS - TARAPUR,710,DELHI - ASHUTOSH ,FINISHED GOODS,PASSIVATION,PASSIVATION HEXAVALENT,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/00500/20-21,12-Jun-20,June,2020,3,6587,SUNDRY DEBTORS - DOMESTIC,SRI VIJAI TRADERS,INDIA,TAMILNADU,COIMBATORE,SRI VIJAI TRADERS,14514,KEMPAS IR 752 : 5 LTR BOTTLE,90,268,24120,ARTEK EXPORTS - TARAPUR,1527,COIMBATORE ,FINISHED GOODS,PASSIVATION,PASSIVATION HEXAVALENT,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/00502/20-21,12-Jun-20,June,2020,2,6587,SUNDRY DEBTORS - DOMESTIC,SRI VIJAI TRADERS,INDIA,TAMILNADU,COIMBATORE,SRI VIJAI TRADERS,14656,KEMPAS OLIVE COMPOSITE 865 : 1 LTR BOTTLE,5,235,1175,ARTEK EXPORTS - TARAPUR,1527,COIMBATORE ,FINISHED GOODS,PASSIVATION,PASSIVATION HEXAVALENT,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/00506/20-21,12-Jun-20,June,2020,2,19625,SUNDRY DEBTORS - DOMESTIC,NILPESH METALS.,INDIA,MAHARASHTRA,PUNE,NILPESH METALS.,9132,MILLENIUM NCZ 511 A : 30 LTR CARBOYS,30,147.42,4422.6,ARTEK EXPORTS - TARAPUR,330,PUNE ,FINISHED GOODS,NON CYNIDE ALKALINE ZINC,NCZ ADDITIVES,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/00690/20-21,20-Jun-20,June,2020,5,22709,SUNDRY DEBTORS - DOMESTIC,BHOLA TRADING,INDIA,DELHI,DELHI,BHOLA TRADING,45231,TEKNOBRITE AZ 2085 R (..) : 5 LTRS BOTTLE,90,120.37,10833.3,ARTEK EXPORTS - TARAPUR,1606,DELHI - BHOLA ,FINISHED GOODS,CHLORIDE ZINC PLATING,AZ BRIGHTNERS R,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/00693/20-21,20-Jun-20,June,2020,3,5165,SUNDRY DEBTORS - DOMESTIC,PERVESH RASAYAN,INDIA,HARYANA,FARIDABAD,PERVESH RASAYAN,48139,KEMPAS BL 1600 SPL FBD : 30 LTR CARBOYS,150,189,28350,ARTEK EXPORTS - TARAPUR,335,DELHI - AREA ,FINISHED GOODS,PASSIVATION,PASSIVATION TRIVALENT,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/00700/20-21,20-Jun-20,June,2020,1,23091,SUNDRY DEBTORS - DOMESTIC,VARUN ADVANCE COATINGS,INDIA,PUNJAB,LUDHIANA,VARUN ADVANCE COATINGS,5211,SURFOLIN SK 60 : 30 KGS BAG,300,97,29100,ARTEK EXPORTS - TARAPUR,335,DELHI - AREA ,FINISHED GOODS,CLEANERS,CLEANERS SOAK,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/00704/20-21,22-Jun-20,June,2020,5,5212,SUNDRY DEBTORS - DOMESTIC,R.M. ENTERPRISES,INDIA,MAHARASHTRA,PUNE,R.M. ENTERPRISES,9168,MILLENIUM NCZ 511 C : 5 LTR BOTTLE,10,91.53,915.3,ARTEK EXPORTS - TARAPUR,330,PUNE ,FINISHED GOODS,NON CYNIDE ALKALINE ZINC,NCZ ADDITIVES,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/00705/20-21,22-Jun-20,June,2020,4,20620,SUNDRY DEBTORS - DOMESTIC,KRUSHNA TRADING CORPORATION,INDIA,MAHARASHTRA,PUNE,KRUSHNA TRADING CORPORATION,27619,KEMPAS BL 3000 : 30 LTR GAS RELEASING CARBOYS,30,218.68,6560.4,ARTEK EXPORTS - TARAPUR,330,PUNE ,FINISHED GOODS,PASSIVATION,PASSIVATION TRIVALENT,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/00705/20-21,22-Jun-20,June,2020,5,20620,SUNDRY DEBTORS - DOMESTIC,KRUSHNA TRADING CORPORATION,INDIA,MAHARASHTRA,PUNE,KRUSHNA TRADING CORPORATION,2806,ALUMAX COLOURING SALT : 5 KGS BOTTLE,30,1350,40500,ARTEK EXPORTS - TARAPUR,330,PUNE ,FINISHED GOODS,ANODISING,ANODIZING SALTS,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/00713/20-21,22-Jun-20,June,2020,4,21185,SUNDRY DEBTORS - DOMESTIC,AKSHAY ENTERPRISES,INDIA,MAHARASHTRA,THANE,AKSHAY ENTERPRISES (BHIWANDI),41692,MILLENIUM NCZ 2121 C : 30 LTR CARBOYS,30,156,4680,ARTEK EXPORTS - TARAPUR,319,MUMBAI - AKSHAY ,FINISHED GOODS,NON CYNIDE ALKALINE ZINC,NCZ ADDITIVES,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/00487/20-21,12-Jun-20,June,2020,2,10970,SUNDRY DEBTORS - DOMESTIC,ASHUTOSH CHEMICALS,INDIA,UTTAR PRADESH,ALIGARH,ASHUTOSH CHEMICALS,9787,KEMPAS BL 1600  SPL : 5 LTR BOTTLE,300,195,58500,ARTEK EXPORTS - TARAPUR,710,DELHI - ASHUTOSH ,FINISHED GOODS,PASSIVATION,PASSIVATION TRIVALENT,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/00491/20-21,12-Jun-20,June,2020,3,4557,SUNDRY DEBTORS - DOMESTIC,AJMERA WIRE AND WIRE PRODUCTS  (Q.A.),INDIA,MADHYA PRADESH,,AJMERA WIRE AND WIRE PRODUCTS  (Q.A.),4621,MISTONIL : 250 GMS BOTTLE,3,3085,9255,ARTEK EXPORTS - TARAPUR,315,INDORE ,FINISHED GOODS,CHROME PLATING,CHROME OTHERS,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/00493/20-21,12-Jun-20,June,2020,4,22002,SUNDRY DEBTORS - DOMESTIC,"KISHAN CHEMICALS,",INDIA,TAMILNADU,CHENNAI,"KISHAN CHEMICALS,",27317,TEKNOBRITE AZ 5165 MT : 30 LTR CARBOYS,30,111,3330,ARTEK EXPORTS - TARAPUR,1525,CHENNAI ,FINISHED GOODS,CHLORIDE ZINC PLATING,AZ ADDITIVE M,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/00496/20-21,12-Jun-20,June,2020,2,11596,SUNDRY DEBTORS - DOMESTIC,UNIKEM ENTERPRISES,INDIA,TAMILNADU,CHENNAI,UNIKEM ENTERPRISES,3912,TEKNOBRITE AZ 1054 M (SFL) : 30 LTR CARBOYS,300,78.48,23544,ARTEK EXPORTS - TARAPUR,1525,CHENNAI ,FINISHED GOODS,CHLORIDE ZINC PLATING,AZ ADDITIVE M,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/00497/20-21,12-Jun-20,June,2020,7,11596,SUNDRY DEBTORS - DOMESTIC,UNIKEM ENTERPRISES,INDIA,TAMILNADU,CHENNAI,UNIKEM ENTERPRISES,48852,KEMPAS BL 2000 C : 30 LTR CARBOYS,90,219.39,19745.1,ARTEK EXPORTS - TARAPUR,1525,CHENNAI ,FINISHED GOODS,PASSIVATION,PASSIVATION TRIVALENT,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/00604/20-21,16-Jun-20,June,2020,6,4902,SUNDRY DEBTORS - DOMESTIC,JIWAN SONS,INDIA,PUNJAB,LUDHIANA,JIWAN SONS,8891,MILLENIUM NCZ 511 CONDITIONER : 35 KGS CARBOYS,140,43.15,6041,ARTEK EXPORTS - TARAPUR,318,LUDHIANA ,FINISHED GOODS,NON CYNIDE ALKALINE ZINC,NCZ ADDITIVES,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/00607/20-21,16-Jun-20,June,2020,2,4902,SUNDRY DEBTORS - DOMESTIC,JIWAN SONS,INDIA,PUNJAB,LUDHIANA,JIWAN SONS,4405,TEKNOBRITE AZ 585 M : 30 LTR CARBOYS,3000,125.47,376410,ARTEK EXPORTS - TARAPUR,318,LUDHIANA ,FINISHED GOODS,CHLORIDE ZINC PLATING,AZ ADDITIVE M,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/00608/20-21,16-Jun-20,June,2020,1,4902,SUNDRY DEBTORS - DOMESTIC,JIWAN SONS,INDIA,PUNJAB,LUDHIANA,JIWAN SONS,4406,TEKNOBRITE AZ 585 M : 5 LTR BOTTLE,450,129.16,58122,ARTEK EXPORTS - TARAPUR,318,LUDHIANA ,FINISHED GOODS,CHLORIDE ZINC PLATING,AZ ADDITIVE M,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/00608/20-21,16-Jun-20,June,2020,6,4902,SUNDRY DEBTORS - DOMESTIC,JIWAN SONS,INDIA,PUNJAB,LUDHIANA,JIWAN SONS,8891,MILLENIUM NCZ 511 CONDITIONER : 35 KGS CARBOYS,210,43.15,9061.5,ARTEK EXPORTS - TARAPUR,318,LUDHIANA ,FINISHED GOODS,NON CYNIDE ALKALINE ZINC,NCZ ADDITIVES,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/00609/20-21,16-Jun-20,June,2020,2,4902,SUNDRY DEBTORS - DOMESTIC,JIWAN SONS,INDIA,PUNJAB,LUDHIANA,JIWAN SONS,9146,MILLENIUM NCZ 511 B : 30 LTR CARBOYS,90,72.66,6539.4,ARTEK EXPORTS - TARAPUR,318,LUDHIANA ,FINISHED GOODS,NON CYNIDE ALKALINE ZINC,NCZ ADDITIVES,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/00614/20-21,16-Jun-20,June,2020,2,5165,SUNDRY DEBTORS - DOMESTIC,PERVESH RASAYAN,INDIA,HARYANA,FARIDABAD,PERVESH RASAYAN,53058,TRYNER TR 385 B : 30 LTR CARBOYS,210,532.13,111747.3,ARTEK EXPORTS - TARAPUR,335,DELHI - AREA ,FINISHED GOODS,PASSIVATION,PASSIVATION TRIVALENT,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/00714/20-21,22-Jun-20,June,2020,6,21185,SUNDRY DEBTORS - DOMESTIC,AKSHAY ENTERPRISES,INDIA,MAHARASHTRA,THANE,AKSHAY ENTERPRISES (BHIWANDI),37398,TEKNOBRITE AZ 1085 RHP : 30 LTR CARBOYS,90,107,9630,ARTEK EXPORTS - TARAPUR,319,MUMBAI - AKSHAY ,FINISHED GOODS,CHLORIDE ZINC PLATING,AZ BRIGHTNERS R,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/00718/20-21,22-Jun-20,June,2020,4,4539,SUNDRY DEBTORS - DOMESTIC,ABHAY CHEMICALS INDUSTRIES,INDIA,MAHARASHTRA,AHEMEDNAGAR,ABHAY CHEMICALS INDUSTRIES,14855,KEMPAS TRT 1700 : 30 LTR CARBOYS,30,272,8160,ARTEK EXPORTS - TARAPUR,296,AHMEDNAGAR - ABHAY ,FINISHED GOODS,PASSIVATION,PASSIVATION TRIVALENT,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/00721/20-21,22-Jun-20,June,2020,2,5104,SUNDRY DEBTORS - DOMESTIC,NEHA SALES CORPORATION,INDIA,MAHARASHTRA,MUMBAI,NEHA SALES CORPORATION,3059,ALUMAX EC STABILIZER : 5 LTR BOTTLE,60,172,10320,ARTEK EXPORTS - TARAPUR,324,MUMBAI - NEHA ,FINISHED GOODS,ANODISING,ANODIZING OTHERS,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/00726/20-21,22-Jun-20,June,2020,2,9009,SUNDRY DEBTORS - DOMESTIC,SAGAR CHEMICALS (F),INDIA,GUJARAT,VAPI,SAGAR CHEMICALS (F),9132,MILLENIUM NCZ 511 A : 30 LTR CARBOYS,150,147.42,22113,ARTEK EXPORTS - TARAPUR,308,FAIRDEAL - VAPI ,FINISHED GOODS,NON CYNIDE ALKALINE ZINC,NCZ ADDITIVES,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/00726/20-21,22-Jun-20,June,2020,3,9009,SUNDRY DEBTORS - DOMESTIC,SAGAR CHEMICALS (F),INDIA,GUJARAT,VAPI,SAGAR CHEMICALS (F),9146,MILLENIUM NCZ 511 B : 30 LTR CARBOYS,150,74.88,11232,ARTEK EXPORTS - TARAPUR,308,FAIRDEAL - VAPI ,FINISHED GOODS,NON CYNIDE ALKALINE ZINC,NCZ ADDITIVES,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/00726/20-21,22-Jun-20,June,2020,4,9009,SUNDRY DEBTORS - DOMESTIC,SAGAR CHEMICALS (F),INDIA,GUJARAT,VAPI,SAGAR CHEMICALS (F),8891,MILLENIUM NCZ 511 CONDITIONER : 35 KGS CARBOYS,175,44.46,7780.5,ARTEK EXPORTS - TARAPUR,308,FAIRDEAL - VAPI ,FINISHED GOODS,NON CYNIDE ALKALINE ZINC,NCZ ADDITIVES,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/00728/20-21,22-Jun-20,June,2020,4,11272,SUNDRY DEBTORS - DOMESTIC,PATEL SALES AGENCY,INDIA,GUJARAT,SURAT,PATEL SALES AGENCY,9166,MILLENIUM NCZ 511 C : 30 LTR CARBOYS,30,107,3210,ARTEK EXPORTS - TARAPUR,311,GUJRAT - SHIVJEE ,FINISHED GOODS,NON CYNIDE ALKALINE ZINC,NCZ ADDITIVES,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/00421/20-21,8-Jun-20,June,2020,3,5321,SUNDRY DEBTORS - DOMESTIC,SATYAM AGENCIES,INDIA,MADHYA PRADESH,INDORE,SATYAM AGENCIES,19158,TEKNOBRITE AZ 1185 M : 30 LTR CARBOYS,90,142,12780,ARTEK EXPORTS - TARAPUR,315,INDORE ,FINISHED GOODS,CHLORIDE ZINC PLATING,AZ ADDITIVE M,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/00423/20-21,8-Jun-20,June,2020,1,5321,SUNDRY DEBTORS - DOMESTIC,SATYAM AGENCIES,INDIA,MADHYA PRADESH,INDORE,SATYAM AGENCIES,9625,KEMPAS 1600 : 5 LTR BOTTLE,20,247,4940,ARTEK EXPORTS - TARAPUR,315,INDORE ,FINISHED GOODS,PASSIVATION,PASSIVATION TRIVALENT,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/00423/20-21,8-Jun-20,June,2020,4,5321,SUNDRY DEBTORS - DOMESTIC,SATYAM AGENCIES,INDIA,MADHYA PRADESH,INDORE,SATYAM AGENCIES,14514,KEMPAS IR 752 : 5 LTR BOTTLE,60,268,16080,ARTEK EXPORTS - TARAPUR,315,INDORE ,FINISHED GOODS,PASSIVATION,PASSIVATION HEXAVALENT,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/00429/20-21,8-Jun-20,June,2020,2,21734,SUNDRY DEBTORS - DOMESTIC,G.V. ENTERPRISES (KN),INDIA,KARNATAKA,BANGALORE URBAN,G.V. ENTERPRISES (KN),54239,ANOSEAL 450 : 50 KGS DRUM,50,1050,52500,ARTEK EXPORTS - TARAPUR,298,BANGLORE - K.N. ,FINISHED GOODS,ANODISING,ANODIZING OTHERS,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/00430/20-21,8-Jun-20,June,2020,2,5288,SUNDRY DEBTORS - DOMESTIC,SADGURU ENTERPRISES (AUR),INDIA,MAHARASHTRA,AURANGABAD,SADGURU ENTERPRISES (AUR),24620,TEKNOBRITE AZ 1168 R : 30 LTR CARBOYS,120,93.94,11272.8,ARTEK EXPORTS - TARAPUR,297,AURANGABAD ,FINISHED GOODS,CHLORIDE ZINC PLATING,AZ BRIGHTNERS R,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/00433/20-21,8-Jun-20,June,2020,2,15064,SUNDRY DEBTORS - DOMESTIC,SHREEJI COATERS PVT. LTD.,INDIA,MAHARASHTRA,NASHIK,SHREEJI COATERS PVT. LTD.,9045,MILLENIUM NCZ 501 A : 30 LTR CARBOYS,30,168,5040,ARTEK EXPORTS - TARAPUR,329,NASHIK ,FINISHED GOODS,NON CYNIDE ALKALINE ZINC,NCZ ADDITIVES,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/00434/20-21,8-Jun-20,June,2020,2,9071,SUNDRY DEBTORS - DOMESTIC,SANKET ENTERPRISES,INDIA,MAHARASHTRA,PUNE,SANKET ENTERPRISES,27735,MILLENIUM NCZ 2911 B: 30 LTR CARBOYS,30,71,2130,ARTEK EXPORTS - TARAPUR,330,PUNE ,FINISHED GOODS,NON CYNIDE ALKALINE ZINC,NCZ ADDITIVES,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/00436/20-21,8-Jun-20,June,2020,6,20858,SUNDRY DEBTORS - DOMESTIC,SHRIVINAYAK PROCESSORS,INDIA,MAHARASHTRA,PUNE,SHRIVINAYAK PROCESSORS,42472,MILLENIUM NCZ 2911 CONDITIONER : 35 KGS CARBOYS,105,35,3675,ARTEK EXPORTS - TARAPUR,330,PUNE ,FINISHED GOODS,NON CYNIDE ALKALINE ZINC,NCZ ADDITIVES,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/00501/20-21,12-Jun-20,June,2020,1,6587,SUNDRY DEBTORS - DOMESTIC,SRI VIJAI TRADERS,INDIA,TAMILNADU,COIMBATORE,SRI VIJAI TRADERS,4523,ARMOUR H.S. CHROME SALT : 5 KGS BOTTLE,60,403,24180,ARTEK EXPORTS - TARAPUR,1527,COIMBATORE ,FINISHED GOODS,CHROME PLATING,CHROME SALTS,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/00503/20-21,12-Jun-20,June,2020,3,6587,SUNDRY DEBTORS - DOMESTIC,SRI VIJAI TRADERS,INDIA,TAMILNADU,COIMBATORE,SRI VIJAI TRADERS,20346,MILLENIUM NCZ 1121 C : 5 LTR BOTTLE,60,182,10920,ARTEK EXPORTS - TARAPUR,1527,COIMBATORE ,FINISHED GOODS,NON CYNIDE ALKALINE ZINC,NCZ ADDITIVES,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/00503/20-21,12-Jun-20,June,2020,4,6587,SUNDRY DEBTORS - DOMESTIC,SRI VIJAI TRADERS,INDIA,TAMILNADU,COIMBATORE,SRI VIJAI TRADERS,39863,MILLENIUM HS 1621 A : 5 LTR BOTTLE,60,220,13200,ARTEK EXPORTS - TARAPUR,1527,COIMBATORE ,FINISHED GOODS,NON CYNIDE ALKALINE ZINC,NCZ ADDITIVES,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/00506/20-21,12-Jun-20,June,2020,1,19625,SUNDRY DEBTORS - DOMESTIC,NILPESH METALS.,INDIA,MAHARASHTRA,PUNE,NILPESH METALS.,38537,KEMPAS BZ 471 COMPOSITE : 30 LTR CARBOYS,210,254.28,53398.8,ARTEK EXPORTS - TARAPUR,330,PUNE ,FINISHED GOODS,PASSIVATION,PASSIVATION TRIVALENT,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/00507/20-21,12-Jun-20,June,2020,3,19625,SUNDRY DEBTORS - DOMESTIC,NILPESH METALS.,INDIA,MAHARASHTRA,PUNE,NILPESH METALS.,20346,MILLENIUM NCZ 1121 C : 5 LTR BOTTLE,30,141.96,4258.8,ARTEK EXPORTS - TARAPUR,330,PUNE ,FINISHED GOODS,NON CYNIDE ALKALINE ZINC,NCZ ADDITIVES,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/00511/20-21,12-Jun-20,June,2020,5,20620,SUNDRY DEBTORS - DOMESTIC,KRUSHNA TRADING CORPORATION,INDIA,MAHARASHTRA,PUNE,KRUSHNA TRADING CORPORATION,20764,MILLENIUM NCZ 1121 B : 30 LTR CARBOYS,30,73.92,2217.6,ARTEK EXPORTS - TARAPUR,330,PUNE ,FINISHED GOODS,NON CYNIDE ALKALINE ZINC,NCZ ADDITIVES,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/00516/20-21,12-Jun-20,June,2020,1,4948,SUNDRY DEBTORS - DOMESTIC,KING ENTERPRISES,INDIA,MAHARASHTRA,MUMBAI,KING ENTERPRISES,9623,KEMPAS 1600 : 30 LTR CARBOYS,150,241,36150,ARTEK EXPORTS - TARAPUR,322,MUMBAI - KING ,FINISHED GOODS,PASSIVATION,PASSIVATION TRIVALENT,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/00731/20-21,22-Jun-20,June,2020,1,19232,SUNDRY DEBTORS - DOMESTIC,NISHITA ENTERPRISES,INDIA,TELANGANA,HYDERABAD,NISHITA ENTERPRISES,38798,ALUDINE ORANGE 3 LW : 1 KGS BOTTLE,1,1915,1915,ARTEK EXPORTS - TARAPUR,620,HYDERABAD - KASHI ,FINISHED GOODS,ANODISING,ANODIZING DYES,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/00732/20-21,22-Jun-20,June,2020,1,19232,SUNDRY DEBTORS - DOMESTIC,NISHITA ENTERPRISES,INDIA,TELANGANA,HYDERABAD,SUPERFLO PRIVATE LIMITED,4524,ARMOUR H.S. CHROME SALT : 50 KGS DRUM,100,300,30000,ARTEK EXPORTS - TARAPUR,620,HYDERABAD - KASHI ,FINISHED GOODS,CHROME PLATING,CHROME SALTS,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/00735/20-21,22-Jun-20,June,2020,1,21961,SUNDRY DEBTORS - DOMESTIC,KHODAL SALES,INDIA,GUJARAT,AHMEDABAD,KHODAL SALES,4262,TEKNOBRITE AZ 2054 R : 5 LTR BOTTLE,30,115.47,3464.1,ARTEK EXPORTS - TARAPUR,313,GUJRAT - KHODAL MARKETING ,FINISHED GOODS,CHLORIDE ZINC PLATING,AZ BRIGHTNERS R,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/00735/20-21,22-Jun-20,June,2020,3,21961,SUNDRY DEBTORS - DOMESTIC,KHODAL SALES,INDIA,GUJARAT,AHMEDABAD,KHODAL SALES,4251,TEKNOBRITE AZ 2054 M : 30 LTR CARBOYS,300,108.5,32550,ARTEK EXPORTS - TARAPUR,313,GUJRAT - KHODAL MARKETING ,FINISHED GOODS,CHLORIDE ZINC PLATING,AZ ADDITIVE M,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/00736/20-21,22-Jun-20,June,2020,1,11534,SUNDRY DEBTORS - DOMESTIC,SAI ELECTROCHEM,INDIA,GUJARAT,AHMEDABAD,SAI ELECTROCHEM,2774,ALUMAX COLD SEALING SALT CS : 5 KGS BOTTLE,60,980,58800,ARTEK EXPORTS - TARAPUR,311,GUJRAT - SHIVJEE ,FINISHED GOODS,ANODISING,ANODIZING SALTS,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/00748/20-21,22-Jun-20,June,2020,1,22002,SUNDRY DEBTORS - DOMESTIC,"KISHAN CHEMICALS,",INDIA,TAMILNADU,CHENNAI,"KISHAN CHEMICALS,",15457,KEMPLATE PC 1453 : 30 LTR CARBOYS,30,58,1740,ARTEK EXPORTS - TARAPUR,1525,CHENNAI ,FINISHED GOODS,PCB PLATING,PCB OTHERS,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/00750/20-21,22-Jun-20,June,2020,1,17010,SUNDRY DEBTORS - DOMESTIC,S. S. ENTERPRISES (KN),INDIA,KARNATAKA,BANGALORE URBAN,S. S. ENTERPRISES (KN),36568,ALUDINE DEEP BLACK DPV : 1 KG BOTTLE,2,3200,6400,ARTEK EXPORTS - TARAPUR,298,BANGLORE - K.N. ,FINISHED GOODS,ANODISING,ANODIZING DYES,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/00495/20-21,12-Jun-20,June,2020,4,19455,SUNDRY DEBTORS - DOMESTIC,KRISHNA TRADERS (KN),INDIA,KARNATAKA,BENGALURU,KRISHNA TRADERS (KN),14756,KEMPAS TR 375 A : 5 LTR BOTTLE,30,310,9300,ARTEK EXPORTS - TARAPUR,298,BANGLORE - K.N. ,FINISHED GOODS,PASSIVATION,PASSIVATION TRIVALENT,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/00500/20-21,12-Jun-20,June,2020,5,6587,SUNDRY DEBTORS - DOMESTIC,SRI VIJAI TRADERS,INDIA,TAMILNADU,COIMBATORE,SRI VIJAI TRADERS,4572,DECOREX CONDUCTING SALT : 1 KGS BOTTLE,10,410,4100,ARTEK EXPORTS - TARAPUR,1527,COIMBATORE ,FINISHED GOODS,CHROME PLATING,CHROME SALTS,39
